TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
84.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
140.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
35.0,PRINCESS ROAD SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,LONGSIGHT MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
112.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
63.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
84.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
140.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
28.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,DRS HANIF &  BANNURU,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
56.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,THE SINGH MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
224.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
252.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 6mg capsules
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
42.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
21.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
60.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
168.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
84.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
70.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 8mg modified-release capsules
140.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
112.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
112.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
168.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
35.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galzemic XL 16mg capsules
112.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
11.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
50.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
42.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
56.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,PARKSIDE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Exelon 9.5mg/24hours transdermal patches
168.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 6mg capsules
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galzemic XL 16mg capsules
112.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
30.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
35.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
30.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
200.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 20mg/5ml oral solution sugar free
35.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
200.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201508,Reminyl 4mg/ml oral solution
28.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
112.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
56.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
56.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
30.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
56.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
84.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
196.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 6mg capsules
140.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
21.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 8mg tablets
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
112.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
7.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
28.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
42.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
30.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
98.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
30.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
14.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
140.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
196.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Aricept 5mg tablets
140.0,WEST POINT MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
84.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
196.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
49.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
84.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
140.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
30.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
35.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Gatalin XL 24mg capsules
84.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
308.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
168.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Reminyl XL 16mg capsules
112.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
112.0,ARTANE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
30.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
14.0,GORTON PARKS INTERMEDIATE CARE UNIT,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
30.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
2.0,GTD HEALTHCARE GP SERVICE OOH,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,PARKSIDE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,AL-SHIFA MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
30.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
280.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
28.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
30.0,MANCHESTER MEDICAL,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
56.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
21.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
28.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
112.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg orodispersible tablets sugar free
28.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
28.0,THE DOC'S SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
168.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
30.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
112.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
60.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
70.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
196.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
84.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
112.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 3mg capsules
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
42.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
28.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
112.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
28.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 5mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 24mg modified-release capsules
50.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg/ml oral solution sugar free
28.0,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
56.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
28.0,FIVE OAKS FAMILIY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.6mg/24hours transdermal patches
35.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 4.5mg capsules
30.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 9.5mg/24hours transdermal patches
35.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 16mg modified-release capsules
56.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
112.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 10mg tablets
224.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201508,Memantine 20mg tablets
28.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201508,Galantamine 8mg tablets
28.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201508,Donepezil 10mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201508,Rivastigmine 1.5mg capsules
